"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"1817","Yersinia Enterocolitica","Yersiniosis","5-64","FrictionLow",459900.418330483,248655.259133298,830918.65422886
"1818","Yersinia Enterocolitica","Yersiniosis","5-64","TotalHumanCapital",5255412.25861326,2975007.33125575,9228519.8944896
"1819","Yersinia Enterocolitica","Yersiniosis","5-64","TotalFrictionHigh",4925819.92767118,2754794.76948579,8816816.63469328
"1820","Yersinia Enterocolitica","Yersiniosis","5-64","TotalFrictionLow",4096489.76786781,2162094.6230994,7821566.49663453
"1821","Yersinia Enterocolitica","Yersiniosis","65+","GPSpecialist",18573.8817304413,9450.95583735107,35328.1554653992
"1822","Yersinia Enterocolitica","Yersiniosis","65+","ED",56142.8496379949,23997.05325388,125012.664381264
"1823","Yersinia Enterocolitica","Yersiniosis","65+","Medications",9639.66929998051,4918.82425114836,18314.0263083856
"1824","Yersinia Enterocolitica","Yersiniosis","65+","Tests",16830.8123736288,16830.8123736288,16830.8123736288
"1825","Yersinia Enterocolitica","Yersiniosis","65+","Hospitalisation",65403.7240584312,40761.2487532233,93761.6045716167
"1826","Yersinia Enterocolitica","Yersiniosis","65+","Deaths",223371.93044464,1928.2536725162,1986146.83852639
"1827","Yersinia Enterocolitica","Yersiniosis","65+","WTP",184197.998228495,101944.115925345,322898.31819933
"1828","Yersinia Enterocolitica","Yersiniosis","65+","WTPOngoing",0,0,0
"1829","Yersinia Enterocolitica","Yersiniosis","65+","HumanCapital",235742.273032931,64044.7997320537,1204267.34973832
"1830","Yersinia Enterocolitica","Yersiniosis","65+","FrictionHigh",188593.818426345,51235.839785643,963413.879790657
"1831","Yersinia Enterocolitica","Yersiniosis","65+","FrictionLow",70722.6819098792,19213.4399196161,361280.204921496
"1832","Yersinia Enterocolitica","Yersiniosis","65+","TotalHumanCapital",991017.626210981,429786.243692346,3049243.80760141
"1833","Yersinia Enterocolitica","Yersiniosis","65+","TotalFrictionHigh",924348.077179604,408378.02531683,2875571.51935918
"1834","Yersinia Enterocolitica","Yersiniosis","65+","TotalFrictionLow",744718.029737961,346312.198860301,2521398.73274819
"1835","Yersinia Enterocolitica","Yersiniosis","All Ages","GPSpecialist",101041.342685221,53722.2736108973,184120.955804208
"1836","Yersinia Enterocolitica","Yersiniosis","All Ages","ED",310761.246331513,151937.822237101,618354.839924803
"1837","Yersinia Enterocolitica","Yersiniosis","All Ages","Medications",42331.9044258676,23001.2820541326,75523.068829882
"1838","Yersinia Enterocolitica","Yersiniosis","All Ages","Tests",90578.7660961246,90578.7660961246,90578.7660961246
"1839","Yersinia Enterocolitica","Yersiniosis","All Ages","Hospitalisation",120360.107276114,89905.0943948857,153444.468813709
"1840","Yersinia Enterocolitica","Yersiniosis","All Ages","Deaths",3378990.73141215,1264514.54832287,7457540.79870137
"1841","Yersinia Enterocolitica","Yersiniosis","All Ages","WTP",989709.9730932,547173.273767653,1735968.73261293
"1842","Yersinia Enterocolitica","Yersiniosis","All Ages","WTPOngoing",0,0,0
"1843","Yersinia Enterocolitica","Yersiniosis","All Ages","HumanCapital",2116660.29115468,1124802.79706315,4058621.50157934
"1844","Yersinia Enterocolitica","Yersiniosis","All Ages","FrictionHigh",1693328.23292374,899842.237650519,3246897.20126347
"1845","Yersinia Enterocolitica","Yersiniosis","All Ages","FrictionLow",634998.087346404,337440.839118945,1217586.4504738
"1846","Yersinia Enterocolitica","Yersiniosis","All Ages","TotalHumanCapital",7444941.16823097,4436028.47129134,12291133.7065609
"1847","Yersinia Enterocolitica","Yersiniosis","All Ages","TotalFrictionHigh",6997385.55580665,4136479.07509068,11644289.8486606
"1848","Yersinia Enterocolitica","Yersiniosis","All Ages","TotalFrictionLow",5844537.96018858,3345385.73052714,10123485.5284897
"1849","Yersinia Enterocolitica","ReactiveArthritis","<5","GPSpecialist",6673.22169015407,2272.65236465274,14596.7993254324
"1850","Yersinia Enterocolitica","ReactiveArthritis","<5","ED",0,0,0
"1851","Yersinia Enterocolitica","ReactiveArthritis","<5","Medications",10111.5590782046,2725.76011543624,33322.8220598508
"1852","Yersinia Enterocolitica","ReactiveArthritis","<5","Tests",5936.60850204527,1990.89999297224,13456.0164785833
"1853","Yersinia Enterocolitica","ReactiveArthritis","<5","Hospitalisation",21924.7170630042,6298.37063514904,62946.4844879185
"1854","Yersinia Enterocolitica","ReactiveArthritis","<5","Deaths",3625.19183391012,28.9089517653008,43375.1670112467
"1855","Yersinia Enterocolitica","ReactiveArthritis","<5","WTP",90802.6404520737,30889.3428443892,199715.313860393
"1856","Yersinia Enterocolitica","ReactiveArthritis","<5","WTPOngoing",30953.7128099424,10081.8613996596,72474.6389593954
"1857","Yersinia Enterocolitica","ReactiveArthritis","<5","HumanCapital",260691.381926012,88830.8353378645,566425.484703895
"1858","Yersinia Enterocolitica","ReactiveArthritis","<5","FrictionHigh",208553.10554081,71064.6682702916,453140.387763116
"1859","Yersinia Enterocolitica","ReactiveArthritis","<5","FrictionLow",78207.4145778037,26649.2506013594,169927.645411168
"1860","Yersinia Enterocolitica","ReactiveArthritis","<5","TotalHumanCapital",441578.752608909,150409.123133044,959846.180353253
"1861","Yersinia Enterocolitica","ReactiveArthritis","<5","TotalFrictionHigh",389193.726166394,132508.729333586,847585.93734264
"1862","Yersinia Enterocolitica","ReactiveArthritis","<5","TotalFrictionLow",258504.75249489,87692.1303824391,567239.733405532
"1863","Yersinia Enterocolitica","ReactiveArthritis","5-64","GPSpecialist",27704.9581488822,9427.42032711772,60462.9577079516
"1864","Yersinia Enterocolitica","ReactiveArthritis","5-64","ED",0,0,0
"1865","Yersinia Enterocolitica","ReactiveArthritis","5-64","Medications",42253.9711060718,11368.437963647,138166.710197464
"1866","Yersinia Enterocolitica","ReactiveArthritis","5-64","Tests",24692.1281081154,8227.40396428165,55849.192686723
"1867","Yersinia Enterocolitica","ReactiveArthritis","5-64","Hospitalisation",100365.177123934,28562.3752417354,289667.21657819
"1868","Yersinia Enterocolitica","ReactiveArthritis","5-64","Deaths",2858.66124559657,23.6771555241495,35424.6626671765
"1869","Yersinia Enterocolitica","ReactiveArthritis","5-64","WTP",376935.319852862,128226.274777108,829048.090834044
"1870","Yersinia Enterocolitica","ReactiveArthritis","5-64","WTPOngoing",128427.785919593,41981.8520474616,300188.421934895
"1871","Yersinia Enterocolitica","ReactiveArthritis","5-64","HumanCapital",1272023.039831,433443.055778757,2763828.48396303
"1872","Yersinia Enterocolitica","ReactiveArthritis","5-64","FrictionHigh",1017618.4318648,346754.444623006,2211062.78717043
"1873","Yersinia Enterocolitica","ReactiveArthritis","5-64","FrictionLow",381606.911949301,130032.916733627,829148.54518891
"1874","Yersinia Enterocolitica","ReactiveArthritis","5-64","TotalHumanCapital",2001891.55349802,684753.102019213,4357822.10056027
"1875","Yersinia Enterocolitica","ReactiveArthritis","5-64","TotalFrictionHigh",1747420.80099893,597305.78544552,3806583.59463472
"1876","Yersinia Enterocolitica","ReactiveArthritis","5-64","TotalFrictionLow",1110732.72863457,379695.448587108,2429322.19066111
"1877","Yersinia Enterocolitica","ReactiveArthritis","65+","GPSpecialist",7854.43768863292,2670.13535152772,17193.411474043
"1878","Yersinia Enterocolitica","ReactiveArthritis","65+","ED",0,0,0
"1879","Yersinia Enterocolitica","ReactiveArthritis","65+","Medications",11883.7348551797,3185.92730991377,39436.4090565405
"1880","Yersinia Enterocolitica","ReactiveArthritis","65+","Tests",6981.53161767467,2340.25094959307,15846.6924543157
"1881","Yersinia Enterocolitica","ReactiveArthritis","65+","Hospitalisation",27128.5400650414,7614.95626805868,78091.5861526572
"1882","Yersinia Enterocolitica","ReactiveArthritis","65+","Deaths",3857.02290857892,30.8788932006755,47479.5718136317
"1883","Yersinia Enterocolitica","ReactiveArthritis","65+","WTP",106747.502168523,36313.4835710647,234785.14273659
"1884","Yersinia Enterocolitica","ReactiveArthritis","65+","WTPOngoing",36366.7355893205,11902.4753155425,85111.1533872186
"1885","Yersinia Enterocolitica","ReactiveArthritis","65+","HumanCapital",148100.647411773,50465.435897686,321790.388218444
"1886","Yersinia Enterocolitica","ReactiveArthritis","65+","FrictionHigh",118480.517929419,40372.3487181488,257432.310574755
"1887","Yersinia Enterocolitica","ReactiveArthritis","65+","FrictionLow",44430.1942235319,15139.6307693058,96537.1164655333
"1888","Yersinia Enterocolitica","ReactiveArthritis","65+","TotalHumanCapital",360740.696116947,122767.30783393,792327.46176283
"1889","Yersinia Enterocolitica","ReactiveArthritis","65+","TotalFrictionHigh",331030.773371196,112580.403922015,728724.890536428
"1890","Yersinia Enterocolitica","ReactiveArthritis","65+","TotalFrictionLow",256470.735777655,87042.0547527999,568781.915896337
"1891","Yersinia Enterocolitica","ReactiveArthritis","All Ages","GPSpecialist",42288.0688489265,14431.6236893457,92037.7558475867
"1892","Yersinia Enterocolitica","ReactiveArthritis","All Ages","ED",0,0,0
"1893","Yersinia Enterocolitica","ReactiveArthritis","All Ages","Medications",69435.6231765197,20993.2103749713,189090.743053686
"1894","Yersinia Enterocolitica","ReactiveArthritis","All Ages","Tests",37928.2433656864,12780.9530731692,83899.5378567708
"1895","Yersinia Enterocolitica","ReactiveArthritis","All Ages","Hospitalisation",152248.131809265,45086.0667758112,418345.252908166
"1896","Yersinia Enterocolitica","ReactiveArthritis","All Ages","Deaths",18531.1969718573,2058.58463885086,97974.0063354743
"1897","Yersinia Enterocolitica","ReactiveArthritis","All Ages","WTP",574485.462473458,195429.101192562,1263548.54743103
"1898","Yersinia Enterocolitica","ReactiveArthritis","All Ages","WTPOngoing",197408.091208518,65423.9695615172,450161.78434591
"1899","Yersinia Enterocolitica","ReactiveArthritis","All Ages","HumanCapital",1680815.06916879,572739.327014307,3652044.35688537
"1900","Yersinia Enterocolitica","ReactiveArthritis","All Ages","FrictionHigh",1344652.05533503,458191.461611446,2921635.4855083
"1901","Yersinia Enterocolitica","ReactiveArthritis","All Ages","FrictionLow",504244.520750637,171821.798104292,1095613.30706561
"1902","Yersinia Enterocolitica","ReactiveArthritis","All Ages","TotalHumanCapital",2806001.53321374,959880.172612271,6107129.72922735
"1903","Yersinia Enterocolitica","ReactiveArthritis","All Ages","TotalFrictionHigh",2469980.43486713,844113.953786541,5376521.61143311
"1904","Yersinia Enterocolitica","ReactiveArthritis","All Ages","TotalFrictionLow",1628362.49053793,554836.252231807,3556966.43687697
"1905","Yersinia Enterocolitica","Initial and Sequel Disease","<5","GPSpecialist",22802.4945145746,11626.9873894414,42526.5872435973
"1906","Yersinia Enterocolitica","Initial and Sequel Disease","<5","ED",47714.7955238943,20359.737392558,105569.705318005
"1907","Yersinia Enterocolitica","Initial and Sequel Disease","<5","Medications",18581.9234575119,8231.94800965041,44906.741647907
"1908","Yersinia Enterocolitica","Initial and Sequel Disease","<5","Tests",20253.4044310613,16307.6959219883,27772.8124075993
"1909","Yersinia Enterocolitica","Initial and Sequel Disease","<5","Hospitalisation",34766.0279155221,18048.5367351227,75914.426694237
"1910","Yersinia Enterocolitica","Initial and Sequel Disease","<5","Deaths",184414.055055852,6063.97409481404,1563618.59810054
"1911","Yersinia Enterocolitica","Initial and Sequel Disease","<5","WTP",248617.003853169,131144.552627776,456614.494502283
"1912","Yersinia Enterocolitica","Initial and Sequel Disease","<5","WTPOngoing",30953.7128099424,10081.8613996596,72474.6389593954
"1913","Yersinia Enterocolitica","Initial and Sequel Disease","<5","HumanCapital",517137.996432334,246848.309586758,1012586.86189319
"1914","Yersinia Enterocolitica","Initial and Sequel Disease","<5","FrictionHigh",413710.397145868,197478.647669406,810069.489514553
"1915","Yersinia Enterocolitica","Initial and Sequel Disease","<5","FrictionLow",155141.3989297,74054.4928760273,303776.058567957
"1916","Yersinia Enterocolitica","Initial and Sequel Disease","<5","TotalHumanCapital",1270143.64151652,618776.179433212,2768132.36431475
"1917","Yersinia Enterocolitica","Initial and Sequel Disease","<5","TotalFrictionHigh",1157169.90547553,560254.682337639,2612197.03738437
"1918","Yersinia Enterocolitica","Initial and Sequel Disease","<5","TotalFrictionLow",865393.54577199,410453.898639399,2244169.49730336
"1919","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","GPSpecialist",94393.2695310953,48475.8872940762,176615.593704359
"1920","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","ED",198175.225423563,85222.0739324493,440639.403790717
"1921","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","Medications",68117.5155116451,29081.4538164436,172534.410174803
"1922","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","Tests",84123.2859015952,67658.5617577614,115280.350480203
"1923","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","Hospitalisation",142784.006647827,68429.5919562146,332414.60959545
"1924","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","Deaths",2486991.56698464,792443.585189276,6107661.50539232
"1925","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","WTP",1031689.32688482,544072.871287483,1895124.40134792
"1926","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","WTPOngoing",128427.785919593,41981.8520474616,300188.421934895
"1927","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","HumanCapital",2822924.82211312,1442311.2662283,5299446.19897676
"1928","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","FrictionHigh",2258339.85769049,1153849.01298264,4239556.9591814
"1929","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","FrictionLow",846877.446633935,432693.379868491,1589833.85969303
"1930","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","TotalHumanCapital",7408874.61266015,4227779.45486642,12501784.480288
"1931","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","TotalFrictionHigh",6820015.35726938,3873649.99487667,11582210.3352973
"1932","Yersinia Enterocolitica","Initial and Sequel Disease","5-64","TotalFrictionLow",5335504.18367457,2950164.89056188,9398958.41695696
"1933","Yersinia Enterocolitica","Initial and Sequel Disease","65+","GPSpecialist",26703.4295128316,13701.0305296572,50140.939750658
"1934","Yersinia Enterocolitica","Initial and Sequel Disease","65+","ED",56142.8496379949,23997.05325388,125012.664381264
"1935","Yersinia Enterocolitica","Initial and Sequel Disease","65+","Medications",22267.4716055276,9857.01210362265,53727.6061651879
"1936","Yersinia Enterocolitica","Initial and Sequel Disease","65+","Tests",23812.3439913035,19171.0633232219,32677.5048279446
"1937","Yersinia Enterocolitica","Initial and Sequel Disease","65+","Hospitalisation",95422.3660180058,60301.9491308377,150254.008947247
"1938","Yersinia Enterocolitica","Initial and Sequel Disease","65+","Deaths",235763.173318233,7151.13873134079,1997471.66693074
"1939","Yersinia Enterocolitica","Initial and Sequel Disease","65+","WTP",292526.438096776,154384.046811418,537029.753652274
"1940","Yersinia Enterocolitica","Initial and Sequel Disease","65+","WTPOngoing",36366.7355893205,11902.4753155425,85111.1533872186
"1941","Yersinia Enterocolitica","Initial and Sequel Disease","65+","HumanCapital",406207.442312988,156948.645607803,1412949.20235875
"1942","Yersinia Enterocolitica","Initial and Sequel Disease","65+","FrictionHigh",324965.95385039,125558.916486242,1130359.361887
"1943","Yersinia Enterocolitica","Initial and Sequel Disease","65+","FrictionLow",121862.232693896,47084.5936823409,423884.760707623
"1944","Yersinia Enterocolitica","Initial and Sequel Disease","65+","TotalHumanCapital",1412095.71947945,662732.443591777,3536575.75491054
"1945","Yersinia Enterocolitica","Initial and Sequel Disease","65+","TotalFrictionHigh",1314640.52096411,620386.315890666,3322855.75896107
"1946","Yersinia Enterocolitica","Initial and Sequel Disease","65+","TotalFrictionLow",1053013.53047352,507534.200191126,2842421.5719387
"1947","Yersinia Enterocolitica","Initial and Sequel Disease","All Ages","GPSpecialist",144433.538920545,75856.7109268419,265143.032156946
"1948","Yersinia Enterocolitica","Initial and Sequel Disease","All Ages","ED",310761.246331513,151937.822237101,618354.839924803
"1949","Yersinia Enterocolitica","Initial and Sequel Disease","All Ages","Medications",113246.568111061,51195.9357131101,251726.48789207
"1950","Yersinia Enterocolitica","Initial and Sequel Disease","All Ages","Tests",128507.009461811,103359.719169294,174478.303952895
